,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,premises-CLIF,conclusion-CLIF
325,474,"All humans are capable of abstract thoughts.
Plants are not capable of abstract thoughts.
All multicellular creatures that are autotrophic or digest food internally are plants and animals.
All goats are animals.
Dirt is not an animal.
Hulu is a goat or a human.
Hulu is a multicellular creature that is autotrophic or digests food internally. ","∀x (Human(x) → CapableOf(x, abstractThought))
∀x (Plant(x) → ¬CapableOf(x, abstractThought))
∀x (MulticellularCreature(x) ∧ (Autotrophic(x) ∨ DigestFoodInternally (x)) → Plant(x) ⊕ Animal(x))
∀x (Goat(x) → Animal(x))
∀x (Dirt(x) → ¬Animal(x))
Goat(hulu) ∨ HumanBeing(hulu)
(MulticellularCreature(hulu) ∧ (Autotrophic(hulu) ∨ DigestFoodInternally (hulu))","If Hulu is either an animal or dirt, then Hulu is capable of abstract thoughts and is dirt.","Animal(hulu) ⊕ Dirt(hulu) → CapableOf(hulu, abstractThought) ∧ Dirt(hulu)",False,1377,"forall x (human(x) implies capableof(x, abstractthought))
forall x (plant(x) implies not capableof(x, abstractthought))
forall x (multicellularcreature(x) and (autotrophic(x) or digestfoodinternally (x)) implies plant(x) xor animal(x))
forall x (goat(x) implies animal(x))
forall x (dirt(x) implies not animal(x))
goat(hulu) or humanbeing(hulu)
(multicellularcreature(hulu) and (autotrophic(hulu) or digestfoodinternally (hulu))","animal(hulu) xor dirt(hulu) implies capableof(hulu, abstractthought) and dirt(hulu)"
326,153,"A laptop is a computer.
You can play games on a computer.
A phone is not a computer.","∀x (Laptop(x) → Computer(x))
∀x (Computer(x) → CanPlayGameOn(x))
∀x (Phone(x) → ¬Computer(x))",You can not play games on a phone.,∀x (Phone(x) → ¬CanPlayGameOn(x)),Uncertain,445,"forall x (laptop(x) implies computer(x))
forall x (computer(x) implies canplaygameon(x))
forall x (phone(x) implies not computer(x))",forall x (phone(x) implies not canplaygameon(x))
327,59,"Some monitors equipped in the lab are produced by the company named AOC. 
All monitors equipped in the lab are cheaper than their original prices. 
If a monitor is cheaper than its original price, then its resolution is 1080p. 
If a monitor has a resolution of 1080p, then it does not support the type-c port. 
LG34 is equipped in the lab.  ","∃x ∃y  (LabMonitor(x) ∧ AOC(x) ∧ (¬(x=y)) ∧ LabMonitor(y) ∧ AOC(y))
∀x (LabMonitor(x) → Discounted(x))
∀x (Discounted(x) → A1080p(x))
∀x (A1080p(x) → ¬TypeC(x))
LabMonitor(lg-34)",LG34 machine does not support the type-c port.,¬TypeC(lg-34),True,175,"exists x exists y  (labmonitor(x) and aoc(x) and (not (x=y)) and labmonitor(y) and aoc(y))
forall x (labmonitor(x) implies discounted(x))
forall x (discounted(x) implies a1080p(x))
forall x (a1080p(x) implies not typec(x))
labmonitor(lg-34)",not typec(lg-34)
328,446,"If something is a plant, then it is not a cute animal. Simeng: All plants are not cute animals. 
All flowers are plants.
Every kitten is a cute animal.
If something is grown in a garden, then it is a flower.
Piper is a kitten or a cute animal.","∀x (Plant(x) → ¬CuteAnimal(x))
∀x (Flower(x) → Plant(x))
∀x (Kitten(x) → CuteAnimal(x))
∀x (GrownIn(x, garden) → Flower(x))
Kitten(piper) ∨ CuteAnimal(piper)",Piper was grown in a garden.,"GrownIn(piper, garden)",False,1283,"forall x (plant(x) implies not cuteanimal(x))
forall x (flower(x) implies plant(x))
forall x (kitten(x) implies cuteanimal(x))
forall x (grownin(x, garden) implies flower(x))
kitten(piper) or cuteanimal(piper)","grownin(piper, garden)"
329,332,"If people don't often clean their homes, then they do not have tidy houses.
If people don't prioritize cleaning, then they do not often clean their homes.
If people hire a maid or cleaning service, then they have tidy houses.
If people don't care about cleanliness, then they do not prioritize cleaning.
Either Jack does hire a maid or cleaning service and does not often clean his home, or he does not hire a maid or cleaning service nor often clean his home.","∀x (¬CleanOften(x, home) → ¬Have(x, tidyHouse))
∀x (¬Prioritize(x, cleaning) → ¬CleanOften(x, home))
∀x (Hire(x, maid) ∨ Hire(x, cleaningService) → Have(x, tidyHouse))
∀x (¬CareAbout(x, cleanliness) → ¬Prioritize(x, cleaning))
¬(Hire(x, maid) ∨ Hire(x, cleaningService)) ⊕ ¬CleanOften(jack, home))",Jack doesn't care about cleanliness.,"¬(CareAbout(jack, cleanliness))",False,858,"forall x (not cleanoften(x, home) implies not have(x, tidyhouse))
forall x (not prioritize(x, cleaning) implies not cleanoften(x, home))
forall x (hire(x, maid) or hire(x, cleaningservice) implies have(x, tidyhouse))
forall x (not careabout(x, cleanliness) implies not prioritize(x, cleaning))
not (hire(x, maid) or hire(x, cleaningservice)) xor not cleanoften(jack, home))","not (careabout(jack, cleanliness))"
330,136,"Phoneix's music is classified under the indie pop genre.
Phoenix is a band from France.
French bands write songs in French or in English.
Aside from indie pop, pop rock and synth-pop are two other genres of music.
Phoenix has no songs in French.","IndiePop(phoenix)
Band(phoenix) ∧ From(phoenix, france)
∀x ∃y (Band(x) ∧ From(x, france) ∧ Write(x, y) ∧ Song(y) → InFrench(y) ⊕ InEnglish(y))
∀x (IndiePop(x) → ¬PopRock(x) ∧ ¬SynthPop(x))
∀x (Song(x) ∧ By(phoenix, x) → ¬InFrench(x))",Phoneix's music is classified under the pop rock genre.,PopRock(phoenix),False,400,"indiepop(phoenix)
band(phoenix) and from(phoenix, france)
forall x exists y (band(x) and from(x, france) and write(x, y) and song(y) implies infrench(y) xor inenglish(y))
forall x (indiepop(x) implies not poprock(x) and not synthpop(x))
forall x (song(x) and by(phoenix, x) implies not infrench(x))",poprock(phoenix)
331,316,"There are no mansion houses in an urban area.
All skyscrapers are in urban areas.
Every creepy haunted house is a mansion house.
Every terrifying building on Halloween is a creepy haunted house.
The LaLaurie House is a creepy haunted house or a terrifying building on Halloween.","∀x (InUrbanArea(x) → ¬MansionHouse(x))
∀x (Skyscraper(x) → InUrbanArea(x))
∀x (CreepyHauntedHouse(x) → MansionHouse(x))
∀x (TerrifyingBuilding(x) ∧ OnHalloween(x) → CreepyHauntedHouse(x))
CreepyHauntedHouse(laLaurieHouse) ∨ TerrifyingBuilding(laLaurieHouse) ∧ OnHalloween(laLaurieHouse)",The LaLaurie House is a terrifying building on Halloween.,TerrifyingBuilding(laLaurieHouse) ∧ OnHalloween(laLaurieHouse),Uncertain,791,"forall x (inurbanarea(x) implies not mansionhouse(x))
forall x (skyscraper(x) implies inurbanarea(x))
forall x (creepyhauntedhouse(x) implies mansionhouse(x))
forall x (terrifyingbuilding(x) and onhalloween(x) implies creepyhauntedhouse(x))
creepyhauntedhouse(lalauriehouse) or terrifyingbuilding(lalauriehouse) and onhalloween(lalauriehouse)",terrifyingbuilding(lalauriehouse) and onhalloween(lalauriehouse)
332,171,"Some fish stings people.
Stonefish is a fish.
Stonefish stings when stepped on. 
If a stonefish stings someone and they are not treated, it can cause death to them.
To treat stonefish stings, apply heat to the affected area or use an antivenom.","∃x ∃y (Fish(x) → Sting(x,y))
Fish(stonefish)
∀x (SteppedOnBy(stonefish, x) → Sting(stonefish, x))
∀x (Sting(stonefish, x) ∧ ¬Treated(x) → CauseDeathTo(stonefish, x))
∀x (Sting(stonefish, x) ∧ (ApplyHeatTo(x) ∨ UseAntivenomOn(x)) → Treated(x))",Stings of some fish can cause death if not treated.,"∃x ∃y (Fish(x) ∧ Sting(x, y) ∧ ¬Treated(y) → CauseDeathTo(x, y))",True,492,"exists x exists y (fish(x) implies sting(x,y))
fish(stonefish)
forall x (steppedonby(stonefish, x) implies sting(stonefish, x))
forall x (sting(stonefish, x) and not treated(x) implies causedeathto(stonefish, x))
forall x (sting(stonefish, x) and (applyheatto(x) or useantivenomon(x)) implies treated(x))","exists x exists y (fish(x) and sting(x, y) and not treated(y) implies causedeathto(x, y))"
333,165,"Belgium, France, and Germany are European countries.
Paris is the capital of France.
The Eiffel Tower is one of the main tourist attractions located in Paris.
Some people who live in Belgium speak French.
If John goes to Europe, he will see some tourist attractions.
John speaks French.","EuropeanCountry(belgium) ∧ EuropeanCountry(france) ∧ EuropeanCountry(germany)
CapitalOf(paris, france)
TouristAttraction(eiffelTower) ∧ LocatedIn(eiffelTower, paris)
∃x (LiveIn(x, belgium) → Speak(x, french))
∃x (GoTo(john, europe) → (See(john, x) ∧ TouristAttraction(x)))
Speak(john, french)",John lives in Belgium.,"LiveIn(john, belgium)",Uncertain,475,"europeancountry(belgium) and europeancountry(france) and europeancountry(germany)
capitalof(paris, france)
touristattraction(eiffeltower) and locatedin(eiffeltower, paris)
exists x (livein(x, belgium) implies speak(x, french))
exists x (goto(john, europe) implies (see(john, x) and touristattraction(x)))
speak(john, french)","livein(john, belgium)"
334,142,"Ann J. Land was a member of the Philadelphia City Council and the Democratic Party.
Ann J. Land ran unopposed for the Philadelphia City Council in 1980.
People who run unopposed for the Philadelphia City Council are elected to the positions they run for in the same year.
Michael Nutter was a political challenger.
Ann J. Land defeated Michael Nutter and ran for the Philadelphia City Council in 1987.","MemberOf(annJLand, philadelphiaCityCouncil) ∧ MemberOf(annJLand, democraticParty)
RunUnopposedFor(ann, philadelphiaCityCouncil, year1980)
∀x ∀y (RunUnopposedFor(x, philadelphiaCityCouncil, y) → ElectedTo(x, philadelphiaCityCouncil, y))
PoliticalChallenger(michaelNutter)
Defeat(annJLand, michaelNutter) ∧ RunFor(annJLand, philadelphiaCityCouncil, year1987)",Ann J. Land was elected to the Philadelphia City Council in 1987.,"ElectedTo(ann, philadelphiaCityCouncil, year1987)",Uncertain,417,"memberof(annjland, philadelphiacitycouncil) and memberof(annjland, democraticparty)
rununopposedfor(ann, philadelphiacitycouncil, year1980)
forall x forall y (rununopposedfor(x, philadelphiacitycouncil, y) implies electedto(x, philadelphiacitycouncil, y))
politicalchallenger(michaelnutter)
defeat(annjland, michaelnutter) and runfor(annjland, philadelphiacitycouncil, year1987)","electedto(ann, philadelphiacitycouncil, year1987)"
335,8,"Miroslav Venhoda was a Czech choral conductor who specialized in the performance of Renaissance and Baroque music.
Any choral conductor is a musician.
Some musicians love music.
Miroslav Venhoda published a book in 1946 called Method of Studying Gregorian Chant.","Czech(miroslav) ∧ ChoralConductor(miroslav) ∧ SpecializeInPerformanceOf(miroslav, renaissanceMusic) ∧ SpecializeInPerformanceOf(miroslav, baroqueMusic)
∀x (ChoralConductor(x) → Musician(x))
∃x ∃y ((Musician(x) → Love(x, music)) ∧ (¬(x=y) ∧ Musician(y) → Love(y, music)))
PublishedBook(miroslav, methodOfStudyingGregorianChant, yr1946)",Miroslav Venhoda loved music.,"Love(miroslav, music)",Uncertain,20,"czech(miroslav) and choralconductor(miroslav) and specializeinperformanceof(miroslav, renaissancemusic) and specializeinperformanceof(miroslav, baroquemusic)
forall x (choralconductor(x) implies musician(x))
exists x exists y ((musician(x) implies love(x, music)) and (not (x=y) and musician(y) implies love(y, music)))
publishedbook(miroslav, methodofstudyinggregorianchant, yr1946)","love(miroslav, music)"
336,387,"If some diseases require a medical diagnosis, then lab tests or imaging is required. 
All rare diseases require a medical diagnosis.
If a disease is mild, then no lab tests or imaging is required. 
All blood cancers are rare diseases.
All types of leukemia are diseases and blood cancers. 
Bladder cancer is a disease and is blood cancer or Leukemia.","∀x (Disease(x) ∧ Require(x, medicalDiagnosis) → RequiredFor(labTest, x) ∨ RequiredFor(imaging, x)) 
∀x (RareDisease(x) → Require(x, medicalDiagnosis))
∀x (Disease(x) ∧ Mild(x) → ¬(RequiredFor(labTest, x) ∨ RequiredFor(imaging, x))) 
∀x (BloodCancer(x) → RareDiseases(x))
∀x (Disease(x) ∧ Leukemia(x) → BloodCancer(x))
Disease(bladderCancer) ∧ (BloodCancer(bladderCancer) ∨ Leukemia(bladderCancer))",Bladder cancer is Leukemia.,Leukemia(bladderCancer),Uncertain,1036,"forall x (disease(x) and require(x, medicaldiagnosis) implies requiredfor(labtest, x) or requiredfor(imaging, x)) 
forall x (raredisease(x) implies require(x, medicaldiagnosis))
forall x (disease(x) and mild(x) implies not (requiredfor(labtest, x) or requiredfor(imaging, x))) 
forall x (bloodcancer(x) implies rarediseases(x))
forall x (disease(x) and leukemia(x) implies bloodcancer(x))
disease(bladdercancer) and (bloodcancer(bladdercancer) or leukemia(bladdercancer))",leukemia(bladdercancer)
337,415,"All books written by Neil Gaiman have sold more than one thousand copies.
Some books that have won Hugo Awards are written by Neil Gaiman.
Tomas has read all books written by Tolkien. 
Either Tomas has read Hamlet, or it has sold more than one thousand copies.
Hamlet has either sold more than one thousand copies or it is written by Neil Gaiman.","∀x ((Book(x) ∧ WrittenBy(x, neilGaiman)) → ∃y (MoreThan(y, num1000) ∧ SoldCopies(x, y)))
∃x ∃y (Book(x) ∧ Win(x, hugoAward) ∧ WrittenBy(x, neilGaiman) ∧ (¬(x=y)) ∧ Book(y) ∧ Win(y, hugoAward) ∧ WrittenBy(y, neilGaiman))
∀x ((Book(x) ∧ WrittenBy(x, tolkien)) → ReadBy(x, tomas))
ReadBy(hamlet, tomas) ⊕ (∃y (MoreThan(y, num1000) ∧ SoldCopies(hamlet, y)))
∃y (MoreThan(y, num1000) ∧ SoldCopies(hamlet, y)) ⊕ WrittenBy(hamlet, neilGaiman)","If Hamlet has either won a Hugo Award and is written by Tolkien, or neither has won a Hugo Award nor is written by Tolkien, then Hamlet has neither won a Hugo Award nor is written by Neil Gaiman.","¬(Win(hamlet, hugoAward) ⊕ WrittenBy(hamlet, tolkien)) → (¬Win(hamlet, hugoAward) ∧ (¬WrittenBy(hamlet, neilGaiman)))",True,1168,"forall x ((book(x) and writtenby(x, neilgaiman)) implies exists y (morethan(y, num1000) and soldcopies(x, y)))
exists x exists y (book(x) and win(x, hugoaward) and writtenby(x, neilgaiman) and (not (x=y)) and book(y) and win(y, hugoaward) and writtenby(y, neilgaiman))
forall x ((book(x) and writtenby(x, tolkien)) implies readby(x, tomas))
readby(hamlet, tomas) xor (exists y (morethan(y, num1000) and soldcopies(hamlet, y)))
exists y (morethan(y, num1000) and soldcopies(hamlet, y)) xor writtenby(hamlet, neilgaiman)","not (win(hamlet, hugoaward) xor writtenby(hamlet, tolkien)) implies (not win(hamlet, hugoaward) and (not writtenby(hamlet, neilgaiman)))"
338,432,"All Yale dormitories are located on the Yale campus. 
All Yale buildings managed by Yale Housing are dormitories. 
All Yale buildings operated by Yale Housing staff are managed by Yale Housing. 
None of the Yale buildings open to students were built before 1701. 
All Yale buildings located on the Yale campus are open to students. 
Harkness is either a Yale building operated by Yale Housing staff, or it is located on York Street. ","∀x (YaleDormitory(x) → LocatedOn(x, yaleCampus))
∀x ((YaleBuildings(x) ∧ ManagedBy(x, yaleHousing)) → YaleDormitory(x))
∀x ((YaleBuildings(x) ∧ OperatedBy(x, yaleHousingStaff)) → ManagedBy(x, yaleHousing))
∀x ((YaleBuildings(x) ∧ OpenToStudents(x)) → (¬∃y(Before(y, yr1701) ∧ Established(x, y))))
∀x ((YaleBuildings(x) ∧ LocatedOn(x, yaleCampus)) → OpenToStudents(x))
YaleBuildings(harkness) ∧ (OperatedBy(x, harkness) ⊕ LocatedOn(harkness, yaleCampus))",Harkness is not established before 1701.,"¬∃y(Before(y, year1701) ∧ Established(x, y))",True,1234,"forall x (yaledormitory(x) implies locatedon(x, yalecampus))
forall x ((yalebuildings(x) and managedby(x, yalehousing)) implies yaledormitory(x))
forall x ((yalebuildings(x) and operatedby(x, yalehousingstaff)) implies managedby(x, yalehousing))
forall x ((yalebuildings(x) and opentostudents(x)) implies (not exists y(before(y, yr1701) and established(x, y))))
forall x ((yalebuildings(x) and locatedon(x, yalecampus)) implies opentostudents(x))
yalebuildings(harkness) and (operatedby(x, harkness) xor locatedon(harkness, yalecampus))","not exists y(before(y, year1701) and established(x, y))"
